Id,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,Y2
546,737.75712,633.7935243,530.584221,424.9397346,317.8027456,210.6390969,106.4333744,1.488227782,1.421346697,1.350347613,1.280180297,1.209199358,1.137748459,1.068073326,1,3.977395209,6.915336381,9.932206573,12.90337473,15.78573128,18.6679057,21.4955902,19.36105214,17.26596813,15.09195509,12.96364409,10.9241447,8.884827435,6.900000095,111.8983802,217.5945931,323.8204922,430.3241722,537.5111735,643.4252363,749.1310027,754.8040476,759.7792598,764.2247858,768.3925309,771.8769546,776.6343169,781.5999756,779.2285505,776.8571254,774.4857003,772.1142753,769.7428502,767.3714251,765,656.3428572,547.6857143,439.0285715,330.3714286,221.7142858,0.44
236,758.3172901,649.1777919,539.5004589,429.9822083,322.4950995,216.3060326,108.4427867,1.360786737,1.331893031,1.294462198,1.244344238,1.145456087,1.095817657,1.053714286,1,4.721145039,8.390944034,12.07691403,15.741762,19.45272174,23.17982649,27.02268363,24.08725288,21.20316817,18.30291245,15.42377877,12.49853332,9.557142857,6.557142857,110.3889348,213.4532138,316.9817628,419.7298166,524.1251342,628.5984964,734.2270679,750.266701,767.0738471,783.4167231,800.5400945,816.016202,831.4142648,838.4899791,837.8042665,837.118554,836.4328414,835.7471289,835.0614164,834.3757038,837.3257038,717.854277,598.3828502,478.9114233,359.4399965,239.9685697,0.62
722,772.9663467,662.0198586,551.2830569,440.1384963,331.1219503,221.6785653,111.6205011,0.889882828,0.895640788,0.906762099,0.92169948,0.931348183,0.944790192,0.995354083,1,3.916530069,6.817668517,9.697162401,12.58344885,15.49767169,18.39525477,21.29182248,19.1895781,17.10272534,15.03751714,12.96551638,10.86557923,8.782281838,6.699999809,107.5911526,208.1025486,308.204772,409.2805269,515.2757275,622.9829952,725.4889838,736.3264008,747.5435745,759.1699208,769.8227356,775.5561047,779.5774067,788.7999878,791.8714164,794.9428449,798.0142735,801.0857021,804.1571307,807.2285592,810.2999878,695.1714181,580.0428485,464.9142788,349.7857091,234.6571394,0.6
262,747.7367313,640.2393477,532.7500506,425.4606709,318.1400736,210.7814242,106.368987,1.232190939,1.178503849,1.134505238,1.077262428,1.020803254,0.969411029,0.909004316,1,2.15923983,5.792280431,9.444816453,13.05336514,16.67597644,20.32774225,23.94017489,23.56664935,20.71932304,17.8525013,15.0296669,12.19276988,9.326718363,6.5,105.6713466,205.2769536,304.2578382,403.2260364,501.7498286,600.6594991,707.1308221,725.9737577,744.3824329,763.4158306,782.4619146,801.9524046,821.0570164,832.5999756,833.8856899,835.1714042,836.4571184,837.7428327,839.028547,840.3142613,841.5999756,722.0142648,602.428554,482.8428432,363.2571324,243.6714216,0.6
424,766.3408013,657.5102471,548.0523716,438.327458,328.2888721,218.4221368,108.4701847,1.388184678,1.30982567,1.247402679,1.186960187,1.155700041,1.084993343,1.053714286,1,1.987321523,4.885609451,7.800140034,10.73225496,13.66117166,16.59056312,20.43342026,20.26752731,18.19066796,16.09756594,13.98687959,11.87939146,9.771428571,6.771428571,114.4637251,221.2072294,328.3975545,436.2868664,543.8124368,651.6268513,757.2554228,760.8274085,765.3481864,769.4221435,772.7971138,776.5358257,779.9856934,787.0614076,784.8614129,782.6614181,780.4614233,778.2614286,776.0614338,773.861439,776.811439,667.4114373,558.0114356,448.6114338,339.2114321,229.8114304,0.59
736,766.2753119,656.9213049,547.2868347,437.6236351,327.3242597,217.6678966,108.0769491,0.994949103,1.02348461,1.021026271,1.039631641,1.041636635,1.052249223,1.053714286,1,3.897176403,6.82958905,9.738072861,12.63854831,15.57034348,18.4884319,22.33128904,20.24839832,18.13027136,16.03607324,13.94988348,11.832374,9.728571265,6.728571265,113.912107,221.6840432,329.6939273,438.4715457,547.8770176,657.1982076,762.826779,767.371813,771.3284466,775.0471321,777.9980835,780.3211813,782.728561,789.8042753,792.8757038,795.9471324,799.018561,802.0899895,805.1614181,808.2328467,811.1828467,696.054277,580.9257073,465.7971377,350.668568,235.5399983,0.6
582,758.8997505,650.1984884,541.4564967,432.8229656,324.0075012,217.3557448,109.5388464,0.701985961,0.745109816,0.790701042,0.836880628,0.878076097,0.917966231,0.957827681,1,4.897377789,8.82594865,12.73552911,16.66352061,20.58805333,24.53183026,28.44513347,25.39061284,22.30489913,19.23817583,16.15304149,13.07136593,9.970446147,6.900000095,114.7881341,222.6353478,330.4487557,438.2532821,544.9208571,651.7671843,759.3595227,763.7285332,768.1384642,772.5822008,777.034819,782.6243886,788.035206,792.7000122,795.9285801,799.1571481,802.385716,805.614284,808.8428519,812.0714199,815.2999878,699.4571324,583.614277,467.7714216,351.9285663,236.0857109,0.59
270,744.2959445,636.8329754,529.9795585,423.6984273,316.7571761,210.9059344,107.5858845,0.503884523,0.60222886,0.701531247,0.794298427,0.882439415,0.968850107,1.053714286,1,4.681094507,8.320263805,11.91991804,15.52257525,19.13219685,22.73258738,26.57544453,23.68006431,20.82660929,18.01266935,15.19572642,12.3718191,9.557142857,6.557142857,77.69415913,150.2562448,230.6605096,311.7756245,400.0196355,493.6067134,599.2352849,646.1125508,691.5647474,729.1747648,766.0739322,795.8442033,820.2714076,827.3471219,828.6328362,829.9185505,831.2042648,832.4899791,833.7756934,835.0614076,838.0114076,718.4256968,598.839986,479.2542753,359.6685645,240.0828537,0.59
382,742.5051251,637.2216604,531.3845347,425.6007343,319.8150398,214.068511,108.3612458,1.279245774,1.246579851,1.206364797,1.165298911,1.130640233,1.092261735,1.053714286,1,4.697140808,8.340723497,11.97063078,15.59341901,19.2381926,22.83299873,26.67585587,23.77871505,20.93513235,18.10522505,15.2824368,12.4376632,9.642857061,6.642857061,114.2175542,221.4946041,329.5959889,438.0291164,546.5096833,655.1580534,760.7866248,764.4976385,768.5062994,771.6906254,774.5432087,777.3483527,779.9856934,787.0614076,784.8614129,782.6614181,780.4614233,778.2614286,776.0614338,773.861439,776.811439,667.4114373,558.0114356,448.6114338,339.2114321,229.8114304,0.58
789,748.3770041,640.8835495,533.8357034,426.9899358,320.3993497,214.4314505,107.9068187,0.824818694,0.865562389,0.90613376,0.941094388,0.972166094,1.01048647,1.053714286,1,3.896564523,6.850825613,9.723854401,12.62352407,15.55986918,18.479458,22.32231515,20.25432208,18.12863244,16.08417511,14.0130769,11.90530324,9.814285878,6.814285878,115.1890067,223.4662873,331.3303654,439.4049581,547.0547572,654.4675912,760.0961626,761.1214383,762.2441542,763.7800726,765.1054764,766.8556737,768.8428362,775.9185505,773.9185505,771.9185505,769.9185505,767.9185505,765.9185505,763.9185505,766.8685505,659.1256969,551.3828432,443.6399896,335.8971359,228.1542823,-0.73
628,755.7682666,647.2837849,538.8653981,430.315322,321.8529208,214.6301032,107.9779307,0.895930731,0.927877415,0.953856255,0.978319794,0.998285967,1.021305493,1.053714286,1,4.002768004,6.99037559,9.963542883,12.97373809,15.97101084,19.00359442,22.84645156,20.68654071,18.54179028,16.41148015,14.2441421,12.08972651,9.900000082,6.900000082,112.1236087,218.2304856,325.3236338,431.7684793,537.2186179,641.8603212,747.4888927,754.5224286,760.6726963,765.8366927,771.6489918,778.4559977,786.071439,793.1471533,796.3757213,799.6042892,802.8328571,806.0614251,809.289993,812.518561,815.468561,699.6257056,583.7828502,467.9399948,352.0971394,236.254284,0.57
655,760.6563984,651.637179,542.4669258,433.375269,324.2975947,216.0957613,107.8928729,0.810872903,0.837564662,0.864452352,0.90360043,0.954998174,1.011102276,1.053714286,1,3.885565732,6.753869842,9.602851953,12.47498715,15.34983812,18.20958324,22.05244038,20.00973181,17.98428485,15.9781599,13.94888186,11.91688804,9.900000082,6.900000082,113.7468635,220.5730692,327.4541459,434.2810494,541.0758156,647.7987568,753.4273282,756.5947506,759.7828306,762.9160395,766.1034217,769.3229412,772.6142857,779.69,777.4757143,775.2614286,773.0471429,770.8328571,768.6185714,766.4042857,769.3542857,661.1971429,553.04,444.8828572,336.7257143,228.5685715,0.45
669,752.7888298,645.3154335,537.5046625,429.7082473,322.14857,215.2145988,107.9183076,0.836307611,0.869580831,0.905685817,0.93211027,0.982150067,1.020766063,1.053714286,1,3.871189713,6.715272591,9.586786444,12.48261123,15.3241865,18.20768205,22.05053919,20.02220664,18.02098092,15.99232422,13.93935659,11.94063848,9.900000082,6.900000082,108.3888828,209.2994227,310.175758,410.7265263,510.1273547,611.7899361,717.4185076,725.9439105,735.0476564,744.1856067,753.6491242,764.2625815,772.6142857,779.69,777.4757143,775.2614286,773.0471429,770.8328571,768.6185714,766.4042857,769.3542857,661.1971429,553.04,444.8828572,336.7257143,228.5685715,0.59
500,753.6987159,645.6707045,539.1579984,432.1107848,324.0797049,216.2558745,108.4549607,1.37296069,1.329189678,1.273632512,1.205656092,1.153681582,1.101588274,1.053714286,1,3.812834035,6.669033835,9.487429155,12.37237091,15.23371666,18.06885429,21.91171143,19.89887738,17.84267757,15.82428223,13.73934047,11.6779947,9.642857061,6.642857061,113.8895712,220.8574578,326.7143234,433.0836562,540.005876,647.0685048,752.6970762,758.3503656,764.2824825,771.3256204,777.8562911,783.8340748,789.6714495,796.7471638,799.761446,802.7757282,805.7900105,808.8042927,811.8185749,814.8328571,817.7828571,701.5542857,585.3257143,469.0971429,352.8685715,236.6400001,0.6
640,760.4770631,652.432788,544.3674235,435.1599631,326.1299697,216.998028,107.9807635,0.898763492,0.923107753,0.947511312,0.973214921,0.99934636,1.022974722,1.053714286,1,4.032147671,7.054186465,10.10290183,13.12957795,16.1455066,19.18245084,23.02530799,20.83601747,18.65683583,16.45097763,14.26715866,12.09408717,9.900000082,6.900000082,112.1815923,217.0150292,322.6785052,428.4582927,533.8188674,639.0403831,744.6689546,749.401648,754.5824969,758.9333066,763.1678047,767.8215158,772.6142857,779.69,777.4757143,775.2614286,773.0471429,770.8328571,768.6185714,766.4042857,769.3542857,661.1971429,553.04,444.8828572,336.7257143,228.5685715,0.59
5,760.7918562,653.0350055,545.3615377,437.3021704,328.1826565,218.3953345,107.9579789,0.875978853,0.901973068,0.932357183,0.965171888,0.992626714,1.023754514,1.053714286,1,3.974720798,6.999225623,9.98844633,12.98966162,16.01280656,19.00390116,22.8467583,20.68632319,18.47610405,16.30116903,14.11423943,11.90538018,9.728571265,6.728571265,111.0258186,215.2253691,319.5563975,424.9512977,531.4049526,637.6570759,743.2856473,758.1741143,773.1602781,788.014964,801.8057781,814.5378376,827.4714286,834.5471429,832.8471394,831.1471359,829.4471324,827.7471289,826.0471254,824.3471219,827.2971219,709.4828397,591.6685575,473.8542753,356.0399931,238.2257109,0.45
786,745.6323939,637.3249045,530.9529092,424.4758504,319.6690812,215.7474974,108.835023,0.786006383,0.820078957,0.866384996,0.895918322,0.912326079,0.947542352,0.972180684,1,3.783749194,6.501844775,9.20867673,11.92163237,14.59165015,17.28592521,20.05275892,18.09758118,16.20805706,14.32979656,12.44541238,10.60396606,8.738262444,6.800000191,103.7219281,205.8514408,308.3459327,410.7659291,513.6246178,617.0260827,720.4351688,732.9132374,740.1837212,747.0892257,754.0692259,760.6105336,766.6090653,772.5999756,770.5999756,768.5999756,766.5999756,764.5999756,762.5999756,760.5999756,758.5999756,650.8571219,543.1142683,435.3714147,327.628561,219.8857074,0.55
380,744.0787058,637.388051,530.4533216,423.1564159,318.7173449,214.276551,108.3676453,1.285645325,1.246720993,1.207039603,1.172936633,1.131261568,1.095994019,1.053714286,1,4.711368279,8.420571677,12.10357648,15.75053333,19.33658739,22.9840416,26.82689874,23.91553045,21.00632703,18.12332222,15.27636536,12.49031128,9.642857061,6.642857061,114.499353,222.9901797,332.0772871,441.0028361,547.2567062,653.6938796,759.322451,762.7516659,765.54655,767.7451534,770.1053152,775.1371559,779.9856934,787.0614076,784.8614129,782.6614181,780.4614233,778.2614286,776.0614338,773.861439,776.811439,667.4114373,558.0114356,448.6114338,339.2114321,229.8114304,0.43
103,761.5466778,652.0655114,542.2061185,433.6649046,325.0071157,216.4370186,107.9151348,0.833134846,0.870798422,0.912397791,0.952226632,0.984103543,1.024586907,1.053714286,1,3.783873463,6.540729557,9.320360598,12.10436718,14.85148149,15.68034806,19.52320521,17.53933173,15.58247562,13.60284457,11.61883797,9.671723648,9.642857061,6.642857061,114.0542095,221.6974678,329.2482597,436.6993818,544.4819762,651.9814592,757.6100306,770.6843925,783.5268485,796.4617709,809.496363,822.199483,835.1857143,842.2614286,841.6042892,840.9471498,840.2900105,839.6328711,838.9757317,838.3185924,841.2685924,721.1543031,601.0400139,480.9257247,360.8114355,240.6971463,0.45
661,746.6710708,639.5684208,536.2663457,430.4923375,324.3519249,217.039566,108.9366945,0.73430875,0.78053812,0.807951607,0.84418675,0.877815076,0.926670834,0.964409177,1,3.805968701,6.64385038,9.507477535,12.36733721,15.27686514,18.11572393,20.97607218,19.01296064,17.01793611,14.99716612,12.9801636,10.91349282,8.91749119,6.900000095,114.5382796,220.9139927,326.5078729,432.4462232,539.0100215,645.8876268,753.2857149,755.6617211,759.3002937,763.7206992,767.7966346,771.247122,774.3838024,777,774.7857143,772.5714286,770.3571429,768.1428571,765.9285714,763.7142857,761.5,653.3428572,545.1857143,437.0285715,328.8714286,220.7142858,0.45
838,771.9616703,663.5360005,554.3277284,443.8201613,332.8932018,222.4367226,111.6504389,0.692418067,0.735104793,0.778547962,0.822199503,0.863873527,0.909734006,0.955129437,1,3.750407189,6.533558166,9.245563085,11.96209101,14.6340395,17.34799101,17.5831979,15.618505,13.6210683,11.69477767,9.763964036,7.877729823,5.949492603,6.5,112.9469453,219.9205481,327.3154985,435.5766608,543.7505008,652.0975886,760.3127994,765.0515667,769.2636764,773.0544385,775.9789888,778.9908614,781.8294861,784.7999878,787.7857056,790.7714233,793.7571411,796.7428589,799.7285767,802.7142944,805.7000122,691.2285819,576.7571516,462.2857213,347.814291,233.3428607,0.58
712,767.6091118,657.8918563,547.9086724,437.6525535,327.1938133,217.6562196,108.0349201,0.952920125,0.981836376,0.998807563,1.003051769,0.999865384,1.019531353,1.053714286,1,3.890377372,6.775642153,9.669246965,12.51468593,15.38009244,18.31973984,22.16259698,20.0865053,18.0155262,15.93620708,13.9050538,11.85393298,9.728571265,6.728571265,113.6300915,220.6571531,327.8062813,435.2200991,542.9850524,649.7433912,755.3719626,760.1990121,764.9005201,769.4799617,773.7947136,777.75833,782.728561,789.8042753,792.8757038,795.9471324,799.018561,802.0899895,805.1614181,808.2328467,811.1828467,696.054277,580.9257073,465.7971377,350.668568,235.5399983,0.45
345,755.6253846,648.37517,540.2348238,432.1295901,324.3262,215.9076254,108.3980127,1.316012673,1.277962022,1.23748557,1.189406079,1.138573066,1.096742877,1.053714286,1,4.70148137,8.427532027,12.15086161,15.86898761,19.57935652,23.29546955,27.13832669,24.2368453,21.31079463,18.38746504,15.46933902,12.5589701,9.642857061,6.642857061,111.6394813,217.0545528,322.3092529,427.287853,532.3121979,637.7154127,743.3439841,751.8902205,760.0180097,768.3061703,776.8704308,785.3889465,793.5285924,800.6043066,803.5757335,806.5471603,809.5185871,812.490014,815.4614408,818.4328676,821.3828676,704.5685801,587.7542927,470.9400052,354.1257178,237.3114303,0.59
805,765.6936612,655.4547456,545.3673912,435.2815284,325.1291054,215.8449361,107.9845484,0.902548366,0.923467467,0.933489309,0.97491538,1.006978212,1.019859926,1.053714286,1,4.32640262,7.6233565,10.90345189,14.17306887,17.5015341,20.78551615,24.62837329,22.08768495,19.57644536,17.08206425,14.59816157,12.05541062,9.557142857,6.557142857,104.9388048,204.6975037,303.901244,403.8760009,500.9981916,599.2721902,704.9007616,717.7048122,729.1318259,741.1137981,752.3247537,766.3882755,779.2999895,786.3757038,789.3614216,792.3471394,795.3328571,798.3185749,801.3042927,804.2900105,807.2400105,692.7685802,578.2971499,463.8257196,349.3542893,234.882859,0.31
356,758.1993207,649.2082525,540.1540386,431.0642276,324.2036554,216.5939778,108.4113474,1.329347352,1.280846029,1.234477488,1.193130959,1.156940192,1.107465349,1.053714286,1,4.646199711,8.31108967,11.97659858,15.61502666,19.25982115,22.89427544,26.73713258,23.89093286,21.02604289,18.16053396,15.32210587,12.47731136,9.642857061,6.642857061,113.3056999,220.2049386,327.1057275,432.9982314,539.0530344,645.2165385,750.8451099,757.7251277,764.3687496,771.0108213,778.6611781,786.1492358,793.5285924,800.6043066,803.5757335,806.5471603,809.5185871,812.490014,815.4614408,818.4328676,821.3828676,704.5685801,587.7542927,470.9400052,354.1257178,237.3114303,0.73
879,752.4032759,644.9541802,537.5338147,431.2310719,323.1808311,214.4550988,107.8433345,0.761334541,0.816746986,0.882193227,0.931668492,0.982822336,1.020308226,1.053714286,1,4.62411382,8.222960377,11.80917466,15.40513148,18.97543093,22.50776694,26.35062408,23.51222454,20.69909227,17.89859228,15.08834974,12.30376457,9.557142857,6.557142857,112.5009314,218.3845471,323.8073278,429.2029513,535.073889,640.9175025,746.546074,755.7594248,765.0329485,774.7673071,784.528823,793.8150247,803.1285505,810.2042648,811.5185522,812.8328397,814.1471272,815.4614146,816.7757021,818.0899895,821.0399895,704.2685627,587.4971359,470.7257091,353.9542823,237.1828555,1.04
406,733.2886642,629.2431387,525.5044378,420.1957427,316.5903146,211.0583202,105.7399475,0.419882346,0.562739489,0.705596632,0.848453775,0.985754682,1.062216312,1.05071105,1,3.720891312,6.420056794,9.157395291,11.75536187,14.39522826,16.98009088,18.77670953,16.87724679,14.99950988,13.08359996,11.30706195,9.488624135,7.72519008,6.75,101.4814849,189.1053418,271.854166,364.7254478,458.8433977,555.0978613,654.0227459,670.5555431,694.1959685,722.7114265,741.104427,758.2507593,773.2605779,785.5999756,783.3999808,781.199986,778.9999913,776.7999965,774.6000017,772.400007,770.2000122,660.8000105,551.4000087,442.000007,332.6000053,223.2000036,0.59
635,754.6784323,649.0002275,541.8210679,434.1517824,325.6372478,216.8826118,107.9744453,0.892445253,0.917069935,0.941717001,0.968558249,0.998035243,1.026103946,1.053714286,1,4.084973306,7.13523586,10.20165924,13.29954655,16.23785592,19.10467453,22.94753167,20.70541552,18.49801012,16.2744439,14.01941375,11.92396154,9.900000082,6.900000082,111.6661075,217.0119951,322.6581466,429.0435066,535.6525751,641.7876705,747.4162419,754.907279,761.8185361,768.4295291,774.3013137,779.9493898,786.071439,793.1471533,796.3757213,799.6042892,802.8328571,806.0614251,809.289993,812.518561,815.468561,699.6257056,583.7828502,467.9399948,352.0971394,236.254284,0.58
816,772.1934577,661.6171439,551.2390368,441.4094351,331.1159821,220.4403526,110.3454787,0.681730053,0.722331147,0.774641946,0.803346352,0.866709427,0.914625045,0.948914324,1,2.22086178,4.982146626,7.796059258,10.57546885,13.36862396,16.14219013,18.89087867,18.45573117,16.48016061,14.45196226,12.45826696,10.45082614,8.462974251,6.5,114.4322744,222.8045055,331.345295,440.0090813,548.8470445,657.7951903,766.3023713,769.5558094,772.3692909,775.0142139,777.5361402,779.8838895,782.1214562,784.7999878,787.7857056,790.7714233,793.7571411,796.7428589,799.7285767,802.7142944,805.7000122,691.2285819,576.7571516,462.2857213,347.814291,233.3428607,0.46
717,768.2329213,658.071831,548.3492476,438.4339367,328.7307709,218.5443944,108.0422496,0.96024961,0.979072639,0.980349622,0.986706744,1.006866978,1.014374028,1.053714286,1,3.902099221,6.823443173,9.715283223,12.6232159,15.52116509,18.40038999,22.24324713,20.1554336,18.04837533,15.97082097,13.87717397,11.79351047,9.728571265,6.728571265,114.6532172,222.7773395,330.5169932,438.6624176,546.9461064,654.7638206,760.3923921,764.1963159,767.8007633,771.7896793,775.3728246,778.8177055,782.728561,789.8042753,792.8757038,795.9471324,799.018561,802.0899895,805.1614181,808.2328467,811.1828467,696.054277,580.9257073,465.7971377,350.668568,235.5399983,0.45
778,763.8499398,653.9747382,543.9430172,433.9811631,325.5017635,216.7751988,107.9320205,0.850020501,0.884424735,0.918007811,0.962682435,0.991425711,1.024024702,1.053714286,1,3.660666834,6.272788427,8.92875724,11.53349098,14.13301768,16.726829,20.56968614,18.73759076,16.95404063,15.12664327,13.35048098,11.57952574,9.814285878,6.814285878,114.6294079,222.5021071,330.5181597,437.8207174,544.9635009,652.0901763,757.7187477,759.3036222,760.8309195,762.2148634,764.3123021,766.5695151,768.8428362,775.9185505,773.9185505,771.9185505,769.9185505,767.9185505,765.9185505,763.9185505,766.8685505,659.1256969,551.3828432,443.6399896,335.8971359,228.1542823,0.44
